subjects,surface_F.Coll.left,surface_F.C.L.a.left,surface_F.C.L.p.left,surface_F.C.L.r.ant.left,surface_F.C.L.r.asc.left,surface_F.C.L.r.diag.left,surface_F.C.L.r.retroC.tr.left,surface_F.I.P.left,surface_F.C.L.r.sc.ant.left,surface_F.C.L.r.sc.post.left,surface_F.C.M.ant.left,surface_F.C.M.post.left,surface_F.Cal.ant.-Sc.Cal.left,surface_F.I.P.Po.C.inf.left,surface_F.I.P.r.int.1left,surface_F.I.P.r.int.2left,surface_F.P.O.left,surface_INSULAleft,surface_OCCIPITALleft,surface_S.C.left,surface_S.C.LPC.left,surface_S.C.sylvian.left,surface_S.Call.left,surface_S.Cu.left,surface_S.F.inf.left,surface_S.F.inf.ant.left,surface_S.F.int.left,surface_S.F.inter.left,surface_S.F.marginal.left,surface_S.F.median.left,surface_S.F.orbitaire.left,surface_S.F.polaire.tr.left,surface_S.F.sup.left,surface_S.GSM.left,surface_S.Li.ant.left,surface_S.Li.post.left,surface_S.O.T.lat.ant.left,surface_S.O.T.lat.int.left,surface_S.O.T.lat.med.left,surface_S.O.T.lat.post.left,surface_S.O.p.left,surface_S.Olf.left,surface_S.Or.left,surface_S.Pa.int.left,surface_S.Pa.sup.left,surface_S.Pa.t.left,surface_S.Pe.C.inf.left,surface_S.Pe.C.inter.left,surface_S.Pe.C.marginal.left,surface_S.Pe.C.median.left,surface_S.Pe.C.sup.left,surface_S.Po.C.sup.left,surface_S.R.inf.left,surface_S.Rh.left,surface_S.T.i.ant.left,surface_S.T.i.post.left,surface_S.T.pol.left,surface_S.T.s.left,surface_S.T.s.ter.asc.ant.left,surface_S.T.s.ter.asc.post.left,surface_S.p.C.left,surface_S.s.P.left,surface_ventricleleft
50472,2518.75,1549.19,4418.95,477.979,736.1,,198.61,4535.99,,42.5456,687.738,1779.34,1907.44,2101.37,220.584,377.423,1475.53,2801.8,1936.6,2842.95,,,489.971,1030.38,1839.43,614.966,1474.99,2631.43,366.934,710.42,,412.88,3105.44,,562.194,560.329,480.266,67.5992,908.823,982.22,278.867,532.948,1305.31,1080.64,,,813.381,1070.02,468.34,157.256,923.5,964.016,49.0122,457.407,1240.04,1935.78,563.334,4426.18,833.361,1178.23,216.81,924.123,2309.97
50473,2486.35,2049.26,5046.3,437.485,552.43,491.921,204.469,3954.31,,,1313.23,1370.31,2419.36,1800,860.576,,2062.59,3946.49,3523.38,3072.85,102.068,195.904,388.052,515.952,726.622,1185.52,2401.34,2760.79,761.651,566.071,57.3512,679.439,2471.14,220.171,587.329,588.592,1133.6,30.3689,784.743,1242.05,49.7541,582.901,1086.92,466.918,962.97,,1010.56,1320.03,644.272,971.084,528.809,881.804,33.2785,67.7249,1202.6,1141.97,717.812,3902.5,1149.87,935.147,242.117,1140.76,2647.05
50474,1684.12,1588.95,3680.69,,1526.63,,,4553.1,,38.0989,1102.14,1666.73,2137.58,1823.03,574.584,249.268,1022.34,3912.39,3270.95,3020.72,385.095,140.869,314.73,891.15,968.834,706.918,1498.26,1471.2,1048.05,1006.82,,472.283,2272.92,112.506,200.993,706.285,709.227,443.977,233.855,843.813,242.429,610.581,981.044,539.56,764.378,1973.27,1307.72,329.879,616.595,134.955,852.677,900.508,130.505,525.051,1635.5,2123.2,1207.4,2400.25,1095.5,389.183,,1386.63,2349.3
50475,1317.81,145.354,3389.97,,1417.36,,99.0809,4886.92,,38.0467,1143.45,1255.73,2313.08,1507.23,897.467,,1637.03,4963.07,2992.02,3388.98,58.2257,37.0708,970.966,523.136,1180.54,229.235,1817.83,2384.18,565.829,444.213,192.213,443.71,2263.74,319.452,247.306,423.18,909.746,336.929,723.601,931.357,48.1249,789.393,1399.31,886.946,268.285,53.7295,677.999,2161.99,1060.14,343.174,54.4742,1003.12,348.157,464.488,2311.61,888.896,800.047,3827.09,805.228,1267.37,162.103,845.125,2476.29
50477,1773.75,1675.14,3787.32,622.67,433.779,,35.6594,5335.55,,153.584,650.25,1519.37,2030.5,1635.33,219.873,310.6,2275.79,3889.15,2859.15,2872.01,,376.374,927.601,329.912,1228.14,503.578,2184.93,1459.73,556.199,674.298,225.467,1446.41,2036.64,,93.4685,230.876,953.247,157.831,343.631,645.831,,693.188,1025.82,562.419,224.491,522.699,612.885,1661.87,1404.3,97.8435,,1189.03,137.076,387.826,1653.83,1292.84,648.832,3215.84,1184.05,588.289,449.531,498,2754.09
50478,1876.32,1800.34,4978.99,1036.75,,,137.27,5429.74,,,1160.6,1636.71,2019.81,1758.5,817.712,437.997,2248.4,3952.87,2259.16,3104.1,158.998,494.658,348.351,425.901,2249.07,24.2964,2179.95,2297.25,659.358,836.922,91.5299,751.261,3142.74,,146.878,,798.607,187.242,554.911,902.234,,665.549,1300.95,1018.78,,,,1853.01,150.736,368.157,46.0762,1219.56,,471.726,1766.61,1762.48,248.666,4178.95,398.356,538.849,357.538,464.963,3619.17
50479,1103.03,1831.23,4448.14,506.66,566.514,617.512,161.567,4440.67,,74.3145,750.929,824.741,1960.72,2715.34,378.959,289.749,1754.14,5079.9,4107.6,3755.52,,131.174,794.473,662.318,1247.99,671.996,2315.45,2283.7,789.742,1456.51,244.706,905.249,3423.68,256.878,957.008,733.834,326.052,1023.69,1554.62,453.755,,718.538,1257.82,1177.8,606.792,,78.2207,2182.62,364.686,348.529,744.581,1046.16,427.597,1113.2,2159.24,1538.77,1558.55,3501.64,2011.44,1411.54,549.057,697.585,3041.79
50480,1716.46,2626.8,5447.46,1000.16,789.33,,223.75,5255.83,,245.027,1028.09,1517.89,1644.47,2283.55,136.039,585.893,1644.2,3699.79,4032.78,3575.94,114.684,,270.872,,1761.21,160.761,1548.98,1682.95,508.648,641.334,602.488,604.524,3004.13,159.968,541.887,560.916,2106.27,276.288,110.511,1297.75,,595.117,1457.74,1264.17,,816.266,983.22,867.242,700.181,576.565,608.762,1026.77,98.9952,325.109,1953.9,2572,1112.64,2951.08,1497.23,582.065,153.234,514.613,3970.55
50481,2285.97,1509.17,5264.97,960.763,247.888,,111.236,6426.23,,172.36,1464.69,1275.02,1620.63,1956.85,,,1910.17,3792.87,2182.38,3094.72,,,555.245,,1095.83,275.26,1420.12,2942.09,295.802,806.596,669.714,501.462,3139.24,22.1401,262.808,344.362,743.394,36.6841,1016.98,578.358,,465.157,1590.95,560.626,859.878,114.097,881.004,1619.6,441.41,955.639,920.376,792.259,81.0125,780.11,1833.75,1020.72,1154.74,3235.15,1407.53,860.035,129.538,634.522,2247.79
50482,1779.57,267.352,3272.82,106.496,1009.75,202.59,410.854,4359.67,,158.403,1323.08,1687.74,2446.1,1291.24,551.797,105.091,1256.96,4609.46,1092.36,2344.25,,,1203.94,395.338,903.205,318.331,1636.04,2652.61,592.219,727.343,103.784,352.745,1761.33,216.938,380.04,65.6393,548.824,101.176,247.311,661.441,,638.596,998.985,651.142,566.612,725.692,755.996,1200.76,542.49,,762.027,734.791,,797.584,1352.87,1440.96,1225.55,2955.47,1264.18,942.496,348.392,578.106,2376.79
50483,1583.84,1517.63,3204.21,850.749,355.811,557.981,319.447,5027.06,,102.786,1050.15,1765.51,1849.81,1652.75,54.0818,495.891,1259.95,3623.34,2693.52,2733.85,,344.235,515.057,504.581,737.836,275.818,1769.16,2366.99,555.161,296.799,160.697,282.288,2589.93,90.4818,94.8592,458.527,1124.75,106.77,85.4126,1580.19,,680.192,1167.05,839.061,,,459.004,1605.61,189.54,447.464,518.543,1363.98,,68.7666,1570.28,1168.56,501.406,3681.8,1315.57,1276.36,398.07,845.685,1972.3
50484,2547.21,1992.29,5216.09,248.689,555.61,,720.056,6386.94,,40.6712,1300.71,1750.89,1848.71,1009.45,102.16,,1920.5,4147.99,3845.51,3481.39,39.6655,344.606,828.528,369.491,1460.15,421.596,2089.7,2189.73,426.227,1850.68,230.908,371.621,3088.24,32.3426,45.8178,864.978,590.603,456.471,666.63,985.307,,692.497,1808.07,1118.36,807.445,40.9659,1585.91,468.109,844.605,969.881,,913.372,71.2787,121.235,2200.79,2304.13,1413.76,3351.67,1071.43,1654.79,50.2263,614.259,2185.22
50485,1605.1,911.145,3974.38,615.026,534.608,,344.44,5540.84,,339.682,821.543,2148.61,2017.58,2028.69,993.75,500.947,1588.46,5000.76,3733.96,3567.42,,,539.367,481.491,1143.45,299.191,1867.97,2277.54,616.081,588.164,567.888,322.963,2556.42,24.6121,321.416,695.341,1432.52,32.8029,72.5166,1666.21,383.581,616.618,1522.85,592.903,548.915,99.1455,918.492,1229.86,886.361,512.18,,825.323,471.732,553.418,1646.51,1162.13,616.345,4281.76,661.643,876.487,264.922,645.715,2050.86
50486,2549.15,1632.05,4301.75,433.281,887.254,195.969,727.521,7457.18,,,1232.77,1811.6,2651.89,1629.62,,74.8037,2018.36,4959.39,3657.02,3305.96,183.906,243.717,1447.74,164.356,1749.94,503.347,2295.4,2884.66,1091.21,281.846,91.0749,458.573,4142.63,182.353,400.011,100.575,413.872,57.7642,1446.01,888.088,,749.428,1348.85,382.441,493.328,,1141.9,1225.98,606.546,502.5,1052.3,1444.53,237.39,448.408,1809.93,2276.21,910.638,4049.72,915.435,1236.05,73.1165,639.535,2850.44
50487,1057.99,1852.43,3614.07,688.695,547.149,,430.608,4610.39,,71.7471,872.62,1816.14,1772.06,1658.91,161.097,,1924.57,4035.95,2488.72,3633.53,262.815,115.394,805.136,357.331,1523.13,228.029,1807.1,2246.05,456.669,920.147,277.906,736.009,1973.01,296.534,132.404,458.097,653.65,447.337,1444,181.443,300.888,160.689,1266.85,808.218,360.118,,636.298,1168.25,968.642,478.018,903.91,856.785,109.664,335.49,1460.48,1587.38,558.073,4433.23,,2045.09,382.242,410.682,2481.92
50488,2874.94,1846.13,4003.17,372.338,713.377,,436.957,4654.8,,182.157,944.476,1145.04,1839.87,827.625,23.0086,111.038,2094.02,4025.72,2573.41,3331.41,132.663,137.213,630.318,249.355,1610.84,874.202,1602.29,1724.67,231.57,551.116,,646.636,3849.29,54.6646,433.254,587.216,476.784,271.518,92.1289,1864.56,,774.693,958.927,889.387,,,967.73,933.851,172.264,1254.18,,2143.75,54.6405,85.5843,1443.66,1945.33,952.859,3204.98,1482.43,1465.68,266.623,657.368,2542.96
50489,2400.08,1819.58,5727.91,,686.418,449.193,573.889,6193.76,,,1286.89,1954.61,1880.34,3250.52,397.825,352.98,2646.73,5679.23,3144.32,3487.67,17.2705,98.4836,997.37,402.76,1580.96,1133.05,2052.53,2440.12,766.178,952.476,302.264,490.781,2918.21,,30.8147,159.042,775.785,633.759,773.416,528.703,233.316,538.838,1165.45,1518.91,451.711,,660.277,1077.33,314.931,1386.72,898.18,162.249,401.967,757.907,1783.02,1763.72,687.676,3815.71,91.6566,2373.64,80.9849,690.343,3314.23
50490,1608.17,1996.88,4255.99,390.137,627.36,170.331,609.672,5552.39,,,1049.61,1359.14,2079.05,1223.05,,106.464,2028.79,4693.41,3186.26,3348.28,70.2819,,980.12,268.596,1559.54,339.907,1745.29,2341.17,658.262,1408.36,433.349,527.217,3256.18,,583.491,731.458,1941.67,127.328,,628.143,82.6969,403.173,1522.51,830.64,511.236,392.385,736.328,707.102,379.994,278.548,498.363,1375.27,420.029,1165.29,769.655,2132.51,1018.88,3129.18,855.179,1243.65,386.432,577.148,2016.35
50491,1978.26,1222.46,4755.77,628.796,523.482,,236.938,5097.34,115.321,434.877,836.632,1509.4,2222.3,1717.2,153.082,481.465,1949.99,4372.63,3928.28,3507.11,,460.788,680.546,608.206,1861.25,1150.05,2596.02,2529.85,733.04,799.156,45.9939,681.705,3176.64,241.605,148.979,358.324,727.978,210.805,557.657,878.606,,506.024,1530.28,1203.98,,,973.002,1274.6,698.472,,893.04,1413.79,43.1596,696.948,2200.15,2318.55,1645.95,4173.04,982.638,590.68,389.853,596.493,3185.69
50492,2369.65,1615.06,3083.75,108.333,712.756,152.529,397.741,4734.57,,,999.948,1694.56,1857.8,1859.03,338.224,,2336.95,5178.05,3003.76,3711.98,274.734,,903.039,919.141,1428.01,463.58,1770.71,1318.26,782.577,1251.35,70.5025,235.419,2573.85,,234.817,237.543,866.388,141.047,721.221,556.965,56.2762,566.633,799.547,76.984,878.243,,824.376,782.91,801.085,39.8354,1126.63,668.298,46.3325,354.235,1585.26,2418.32,560.237,3754.97,1071.74,1912.36,260.643,1086.79,3122.44
50493,1470.4,1687.18,4870.55,532.939,543.458,,345.295,5049.25,,103.752,984.079,1482.69,2299.62,1766.53,276.402,541.835,1947.88,2731.17,2998.92,2291.59,,,139.315,345.228,625.729,474.95,1408.4,2921.59,293.414,323.999,,317.279,1679.35,118.747,836.524,424.169,728.048,297.569,768.202,756.856,153.659,392.547,819.335,157.224,878.352,,538.76,1241.72,484.117,,1194.22,644.555,29.3772,393.046,1456.53,1897.03,498.581,2024.66,2021.98,110.51,643.659,1157.41,2843.36
50494,2072.55,1989.86,4963.28,559.645,505.735,,285.88,5774.78,,,963.977,940.095,2183.36,1777.46,445.447,,1998.32,4007.19,3016.52,3684.55,149.904,496.593,611.124,338.361,1137.79,663.349,1595.74,3000.91,792.343,392.41,674.767,411.468,3630.64,,231.59,500.679,1253.02,383.135,580.064,963.698,111.049,818.542,1359.53,341.164,218.664,103.675,485.011,1157.27,105.573,400.689,765.744,1272.97,515.356,289.339,1728.27,2148.66,876.147,3111.29,558.076,1352.66,557.105,764.469,2550.6
50495,1505.93,2293.38,4010.88,605.873,52.5737,,,3503.69,,,2088.15,832.024,1746.91,2409.66,1128.23,,2134.37,3332.62,3702.11,3787.23,,,368.893,39.5893,1094.05,427.455,1503.08,2190.55,53.947,142.902,361.763,512.198,2511.09,,123.038,389.439,283.09,363.823,1030.13,680.289,,707.576,946.367,330.616,819.653,72.1908,1193.78,535.105,486.112,547.025,,106.293,,465.923,1424.13,1400.5,693.09,3084.53,1073.58,514.436,188.896,373.587,2393.53
50496,1903.4,1523.74,3089.11,750.68,331.376,,403.63,5364.54,,129.869,1064.21,1170.75,1946.27,1955.82,30.0611,,1785.17,5401.22,2755.13,2584.48,123.191,182.158,850.693,238.379,2201.69,750.015,2020.15,2326.98,764.219,737.056,,297.043,3701.29,,130.479,217.91,741.929,170.043,699.285,1520.29,,581.108,1063.54,421.259,653.313,,836.382,1082.37,293.032,1001.54,493.157,835.666,202.418,565.637,1374.89,1532.27,436.421,3735.12,858.386,272.68,233.328,596.472,2713.07
50497,2007.68,1653.88,5030.72,577.14,562.942,,333.318,5116.03,,,1447.34,751.369,2120.22,1258.03,92.535,45.6989,1790.29,3887.86,3603.89,1730.86,,82.1525,794.901,474.399,1023.98,126.078,1462.4,2039.26,564.801,777.563,309.215,585.821,2701.18,,167.217,283.785,969.288,151.56,228.51,1102.83,,535.192,904.67,1589.42,172.488,,1092.97,1101.02,276.283,346.835,813.377,2625.25,87.5089,,1314.54,2005,1080.31,2865.08,579.835,1381.08,140.348,735.357,2291.07
50498,1318.13,1488.8,3594.92,137.967,661.875,480.327,294.097,6265.67,213.569,,1634.17,1631.18,2031.4,1787.33,302.951,,1360.21,3382.71,1703.55,2865.74,100.085,,553.924,914.164,1461.96,797.263,1574.77,1514.8,386.653,1009.11,354.738,213.462,2395.53,267.537,747.961,498.166,306.599,234.223,840.183,898.421,,567.964,1099.29,1120.22,286.564,,,1219.89,328.318,233.903,670.719,852.435,,1063.13,1627.79,1157.89,996.202,3738.75,,1673.61,39.5512,1010.33,2368.28
50499,1527.54,1624.58,4012.09,552.037,564.187,,126.622,4997.83,,120.237,642.534,1418.71,1299.38,3665.77,283.839,,1990.55,3586.48,2280.59,2983.25,59.7186,461.379,1140.51,166.324,1213.18,373.971,2226.26,2497.94,884.126,507.522,375.136,355.679,2800.54,26.1201,100.766,834.406,1802.79,345.686,32.0351,1113.37,,566.317,1472.48,773.694,,,525.372,1753.81,1118.77,482.31,780.001,50.0644,509.346,234.46,1694.39,1879.89,879.434,2280.83,3138.79,555.151,33.8828,838.426,2746.76
50501,1781.11,2376.46,3890.11,652.935,732.283,537.071,708.975,5725.3,,166.522,,1893.79,2186.39,2228.34,427.442,669.787,1711.94,3817.33,3102.95,3353.94,,,819.146,496.832,519.578,512.94,2077.39,3379.55,452.569,324.977,951.452,412.674,3288.44,,114.028,460.1,630.937,,373.507,2129.71,186.597,555.273,1585.09,983.004,371.888,,240.653,1793.54,30.6482,910.336,507.959,339.656,397.267,509.265,2136.46,1799.24,341.849,4531.09,1144.02,1365.01,119.422,782.879,2599.36
50502,3306.15,1328.34,4782.93,746.337,99.0016,527.731,,6545.21,,183.902,2096.58,1359,2142.87,1846.9,148.596,142.985,2152.6,3796.58,2296.93,3129.87,31.5595,134.22,1136.53,550.689,1188.71,376.872,1720.26,3020.4,735.813,903.886,71.8354,471.027,1521.43,,571.95,281.796,1009.35,571.884,360.234,1145.14,,1447.6,454.629,845.178,544.225,133.458,974.033,1441.47,648.08,519.27,389.982,1182.59,28.743,,1222.29,1346.59,1582.52,3928.32,1715.25,760.829,552.414,1011.35,2362.63
50503,1254.19,1327.89,2374.72,,489.412,,494.964,3803.47,,,1218,947.169,2022.59,1300.87,133.686,224.01,297.567,2986.8,1954.48,2227.63,108.556,57.1817,318.318,336.826,1202.81,396.565,711.401,1206.8,394.028,439.061,36.8482,456.49,2364.08,224.366,479.857,396.083,599.979,,495.187,533.403,134.473,372.734,1176.99,,462.843,2016.89,629.896,679.735,,589.175,501.615,704.656,112.618,231.604,1501.92,1025.03,601.094,3179.44,661.686,1123.35,76.6551,448.618,2505.52
50504,1972.17,1322.47,4695.72,1287.43,469.683,462.156,,5862.92,,,1080.46,1544.7,2376.68,2507.23,541.732,70.4958,1876.38,4807.04,3588.1,3418.13,121.199,408.757,532.226,180.383,717.384,370.414,2128.13,1433.86,927.453,1314.03,136.062,245.986,2288.88,,126.173,425.739,1922.07,460.372,66.3978,522.493,,628.681,1394.32,848.784,675.069,,,2979.82,1168.96,,296.165,972.314,63.4774,616.353,1419.89,2390.23,1326.83,4576.72,1322.41,186.997,279.662,598.96,3553.89
50505,2092.74,1316.66,5208.99,47.694,348.172,481.396,554.936,4195.79,,,1757.8,1248.86,1455.2,1360.99,136.046,453.625,2920.17,5163.35,2266.93,3848.46,306.504,175.34,843.585,390.332,1278.72,1127.56,1779.64,2274.67,705.135,681.043,253.744,696.452,2848.34,34.1746,70.1161,,1330.39,139.623,63.1785,1495.26,,865.115,1496.36,964.956,1327.31,,626.647,1211.45,750.432,492.406,492.079,616.378,229.911,649.802,1844.36,1196.46,407.354,2491.16,1022.34,1927.43,194.713,599.861,2177.98
50506,2225.59,1816.6,5114.48,723.956,330.498,,51.5695,5377.92,113.657,133.871,1441.56,1551.05,2012.53,2139.52,254.71,,2235.42,4707.6,3740.69,2983.39,77.7385,81.0769,907.824,696.089,1164.28,342.977,1456.07,2883.66,688.186,1055,478.225,367.979,2415.81,,,296.71,373.485,389.866,217.693,1753.82,457.25,555.227,1489.5,484.925,141.339,,906.849,1152.64,106.858,592.607,952.252,1476.48,551.126,133.519,1836.73,1378.55,442.059,3207.21,1094.07,1398.57,253.388,591.768,2698.51
50507,1601.45,837.319,3977.82,384.719,533.804,,,4683.8,,69.1152,589.406,1280.5,1748.14,1059.96,176.67,135.234,296.286,4291.12,2164.36,2637.78,92.2694,78.0605,60.5651,1148.37,1010.88,873.404,840.644,1397.05,452.374,239.93,31.8848,168.019,2595.44,43.8441,,436.837,624.398,421.328,364.744,1096.93,321.145,521.349,910.385,384.638,868.751,,671.71,1281.9,452.834,281.403,926.511,544.225,72.3372,362.211,877.849,1474.49,596.044,2711.78,897.396,264.602,107.116,521.59,1950.09
50508,2423.13,1460.43,5918.37,852.25,721.937,,105.213,4016.87,,,1380.25,1633.22,1939.64,1954.52,272.133,607.213,1675.76,3346.3,2480.97,2943.33,,,886.786,392.345,1977.11,,1034.04,2036.62,450.414,511.372,219.411,704.099,3028.23,,424.689,332.322,236.469,,186.165,536.91,,495.647,989.83,503.987,511.216,30.4685,873.166,1103.01,229.967,284.424,1069.02,768.285,178.921,712.64,2245.18,1177.26,910.613,4174.2,992.028,562.787,225.36,740.697,2903.81
50509,2257.97,2597.33,4984.58,,890.871,301.627,234.618,5419.73,,128.865,544.504,1610.87,2871.29,1815.66,387.973,,1764.65,4621.52,4381.08,3968.01,134.897,334.149,680.076,78.4639,1180.94,1227.13,3165.27,3728.39,1035.31,941.661,562.194,678.912,3219.18,,121.131,555.881,1163.51,403.902,606.056,1273.26,198.064,725.151,1931.32,558.182,803.065,,877.468,1295.96,592.346,1041.4,,975.57,98.6362,848.999,2217.56,1243.23,1697.7,3923.03,2368.35,1558.18,109.044,776.622,3327.6
50510,1325.53,1585.77,4687.4,783.675,178.21,338.153,589.504,5106.76,165.551,149.609,566.722,970.444,2142.85,1695.93,29.7523,,2412.53,3363.17,2645.44,3047.49,154.674,181.993,1418.02,452.483,941.4,434.744,2309.19,1839.79,794.356,1110.34,500.023,478.639,2578.02,113.033,148.904,311.998,1092.61,,425.479,1107.85,,585.75,1214.27,996.302,,,458.088,1857.36,513.027,492.112,606.486,2021.11,,657.233,1465.19,1520.92,504.958,2853.49,837.129,1066.88,226.96,655.813,2297.53
50511,2286.49,2382.99,4148.52,1197.41,657.51,,385.771,4083.86,,158.181,1141.54,1477.69,2626.46,2640.74,34.0807,465.64,2023.31,3398.43,2183.96,3501.12,25.488,,442.11,562.801,1374.68,482.463,1654.38,2365.05,523.709,415.816,,94.3782,3085.58,386.902,414.6,415.166,789.833,161.062,257.552,779.3,,486.901,998.335,605.3,1181.02,100.637,460.463,1767.89,,624.236,641.197,1339.79,69.1376,316.064,1151.28,1925.15,473.633,2770.05,2577.01,652.043,759.236,565.851,2380.73
50512,1955.69,1968.05,6023.86,523.012,905.746,363.1,288.196,6272.86,,,,865.921,2240.38,1222.29,835.595,,2409.97,4524.97,4944.17,3583.73,,110.857,939.504,318.432,2142.58,1198.26,2912.3,2553.19,742.008,1668.8,502.375,630.073,2879.53,28.5743,340.084,736.369,944.832,457.926,1070.57,417.362,122.364,855.136,1254.64,1188.87,,176.449,418.189,714.422,547.893,417.427,498.371,985.077,621.427,727.083,2340.53,2075.48,960.639,3395.05,440.378,1944.89,1439.05,1400.89,2318.97
50513,2170.14,322.92,3322.77,310.516,975.759,,744.786,5706.53,,112.443,372.555,2002.44,2037.96,2287.43,402.511,50.1518,1679.2,5428.01,1894.22,3183.6,62.9832,111.594,796.536,327.651,1282.84,936.892,1575.44,2586.67,575.326,434.93,,273.385,2755.12,,353.683,191.831,708.815,256.657,425.521,602.947,112.245,696.597,902.59,508.753,36.7373,102.299,485.661,1680.57,527.171,751.166,411.929,419.512,201.219,544.45,1850.85,2083.97,1056.19,4420.27,613.061,574.785,,493.54,2553.62
50514,1062.68,170.564,4895.64,454.759,528.521,,135.62,4705.74,,124.539,639.37,1603.54,1841.19,1155.74,641.396,231.489,1885.6,3501.65,2702.19,2705.89,,,729.711,106.823,492.553,159.493,1318.69,1353.62,534.838,842.559,256.043,40.686,1849.73,133.355,211.734,932.647,914.637,330.576,280.471,481.053,99.0877,703.158,648.65,767.062,509.444,67.2397,940.31,1220.4,166.81,276.143,690.839,706.831,,152.813,1645.39,1400.94,348.091,2763.16,682.673,371.824,132.437,376.887,2426.98
50515,3181.79,1729.43,3803.47,581.753,451.574,,,4242.54,,,376.017,2419.38,1969.51,1943.78,320.036,589.775,1929.8,3766.86,3385.9,2546.12,,91.4049,515.502,283.852,2581.41,173.298,2720.45,2010.71,50.06,957.575,281.005,585.682,2369.96,222.239,84.1654,444.661,170.121,291.576,1682.48,316.623,51.7893,603.422,1369.44,488.986,710.354,677.782,633.966,1691.09,1265.56,228.332,158.225,1238.72,,526.198,2142.35,1835.06,934.991,4500.26,133.939,671.791,563.558,749.594,2949.69
50516,2488.84,1976.92,5972.28,800.441,579.905,,351.791,6237.37,73.0837,124.583,1083.5,1665.49,1937.35,1857.17,155.316,183.118,1909.65,2852.91,2955.59,3055.78,,350.174,851.391,287.634,676.348,399.145,2520.16,2688.83,772.847,427.123,235.547,289.439,2360.85,93.8933,246.607,579.992,540.609,815.612,259.973,1231.93,424.5,602.306,1594.39,826.557,575.535,,1056.41,1542.01,135.251,698.015,1348.2,739.329,369.896,,1956.4,1337.69,186.661,3951.12,318.773,1318.69,531.377,1042.53,2379.67
50517,2040.19,1895.89,3807.4,324.371,917.21,,426.469,5967.4,,337.797,1216.87,1551.7,2582.29,839.513,142.186,155.123,2194.97,4079.16,3210.84,3418.39,104.625,,28.5422,377.197,1588.6,515.254,2117.82,1894.84,690.312,897.482,372.882,629.633,3054.97,,158.394,744.047,1273.02,205.463,,1212.78,62.1402,522.425,1648.5,962.945,158.516,81.2302,1643.04,1210.85,330.852,699.789,548.674,1531.49,375.412,419.481,2449.88,893.943,1374.1,4542.28,712.18,1218.64,170.542,714.589,3460.68
50518,2200.29,524.921,5272.79,,1033.4,832.104,380.342,6400.29,,,927.59,1643.55,2157.87,398.047,775.941,145.771,1800.19,6259.75,3609.67,3291.74,203.022,292.744,519.738,,607.103,639.358,2375.27,2624.83,686.443,853.291,470.935,494.615,2867.93,,478.47,291.224,484.088,344.603,1832.86,582.392,,606.019,1170.49,1055.16,623.94,56.2174,,1221.07,742.177,,937.171,606.419,553.387,605.729,1250,1681.46,1055.66,4054.65,1166.64,498.449,373.585,598.238,3319.39
50519,1612.19,1854.87,2920.05,445.385,133.62,1000.31,793.14,4987.6,325.736,,1119.14,1457.79,1782.93,1729.14,361.953,,1146.61,3644.24,2917.27,2922.06,,,510.834,245.331,648.719,558.148,1423.2,1837.14,695.273,873.913,169.013,185.408,3167.79,,330.677,794.055,1315.1,372.075,985.244,763.094,157.395,431.588,1112.87,648.661,411.714,1229.6,62.8366,1598.02,,467.825,286.193,1406.85,82.4662,169.649,1316.78,1065.33,461.284,2602.58,1672.62,1767.51,83.4244,850.063,2580.99
50520,1201.04,1771.66,4566.25,913.122,761.473,,717.168,5255.33,,192.425,893.015,1651.42,1916.13,2496.16,459.121,449.461,2137.53,3675.89,2838.24,3295.17,74.9552,,,795.215,1954.59,61.217,2114.59,2725.48,499.422,550.455,812.574,532.551,3434.7,,374.043,266.655,1082.1,35.4687,768.554,1866.6,,1092.29,1037.96,863.359,177.04,180.901,1017.51,1241.35,1032.56,524.003,450.443,,266.766,354.878,1084.35,1236.5,1710.76,4834.83,238.941,1423.6,261.993,541.68,3408.48
50521,1856.1,1729.59,4206.48,521.633,702.037,150.432,,4235.94,,177.005,801.136,880.407,1712.81,2466.49,850.331,157.104,1417.33,3950.82,2866.05,2957.56,,267.547,758.327,278.546,1397.97,580.311,1751.75,2132.2,764.083,1010.58,,575.909,2189.43,106.333,224.025,207.161,505.76,590.89,382.214,1471.1,241.163,495.727,1461.74,2115.28,174.537,,682.442,1359.62,402.201,1442.99,984.846,625.754,485.803,544.347,1810.93,1662.89,1091.71,3934.84,330.193,873.115,,582.458,2027.56
50522,1880.7,1761.86,3975.24,176.306,779.663,169.128,,5276.51,,186.219,,2481.15,1577.94,1419.28,254.903,80.7292,1819.25,3305.71,1661.55,2715.52,,38.7433,174.241,330.854,992.921,452.079,1977.39,2221.19,599.211,37.6283,,216.697,2980.67,,416.083,385.936,1154.42,466.505,266.25,730.866,45.4871,380.422,677.741,822.48,437.5,971.599,805.514,1009.19,592.565,350.114,769.317,795.583,40.523,185.815,1310.3,1410.16,779.988,3047.46,1176.08,,,834.688,2069.97
